"OBJECTID","ProjectID","CapproID","Department","Category","Name","Status","Manager","Phone","Email","BondAmount","District 1","District 2","District 3","District 4","District 5","District 6","District 7","District 8","District 9","District 10","District 11","District 12","District 13","District 14","City Wide","LastModDt","DsgnAwardC","DsgnCmpltC","CnstAwardC","CnstStartC","CnstCmpltC","District","Legend"
"444","25035","TW12S761","TWM","Erosion Control","Twin Falls Park Trail","Under Award - Design","Kamal Mustafa",,,"$257,100.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 May 09 04:09:39 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/29/2017","3","Trinity Watershed Management"
"445","25036","TW12S762","TWM","Erosion Control","Whitehurst 9727 (Jackson Branch - E. Bank upstream of Whitehurst Br)","Remaining to-be-awarded",,,,"$345,900.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Feb 23 01:32:57 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/29/2017","10","Trinity Watershed Management"
"446","25037","TW12S763","TWM","Erosion Control","Whitehurst 9730 (Audelia Branch - W. Bank downstream of Whitehurst)","Under Award - Design","David Phan",,,"$444,800.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Aug 31 03:18:00 PM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/29/2017","10","Trinity Watershed Management"
"447","25038","TW12S764","TWM","Erosion Control","Wild Oak 2488","Under Award - Design","Kim Dewailly",,,"$148,300.00","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","2016 Feb 24 04:01:04 PM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/29/2017","7","Trinity Watershed Management"
"448","25042","TW12S768","TWM","Flood Management","Levee Drainage System - Sump A (Able Pump Station)","Under Award - Construction","Lonnie Geiger",,"lonnie.geiger@dallascityhall.com","$91,700,000.00","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2015 Aug 31 02:48:06 PM","11/10/2008","06/11/2014","08/27/2014","11/18/2014","11/18/2017","1,Citywide","Trinity Watershed Management"
"449","25046","EC12S802","OED","Economic Development","UNT Transit Oriented Development","On Hold","Cornelio Rivera","214-948-4679",,"$5,000,000.00","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2014 Oct 18 03:20:14 PM",,,,,,"Citywide","Economic Development"
"450","24745","PB12S393","PBW","Complete Street","Greenville Ave Retail Areas","Design","Jaime Gomez",,"jaime.gomez@dallascityhall.com","$820,400.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Sep 06 06:09:13 PM","05/11/2016","09/10/2016","02/04/2017","03/04/2017","09/04/2017","14","Public Works - Street"
"451","24839","PB12S612","PBW","Thoroughfares","Red Bird Area Street Improvements","On Hold","Cornelio Rivera","214-948-4679",,"$1,987,800.00","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","2016 Aug 29 11:08:52 AM",,,,,,"8","Public Works - Other"
"452","25093","PB12P877","TWM","Trails","Trinity Trail Phase II-B","Under Award - Design","David Phan","214.948.4682","david.phan@dallascityhall.com","$0.00","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Jun 21 01:58:45 PM","02/27/2014","12/22/2014","02/25/2015","03/18/2015","05/31/2015",,"Trinity Watershed Management"
"453","24434","PB03P359","PBW","Intergovernmental Partnership Projects","Macon Street and Sunday Street RR Crossings","Under Award - Construction","Aniswarie Kanamazina","214-671-8422",,,"false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","2016 Aug 15 08:52:58 AM",,"04/29/2011","03/27/2013","01/21/2015","09/30/2016","7","Public Works - Other"
"454","24542","PBTIF027","PBW","Streetscape / Urban Design","Kings Plaza","On Hold","Olugbenro Oyekanmi","214-948-4490",,"$442,492.00","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Jul 17 01:59:41 PM",,,,,,,"Public Works - Street"
"455","25064","PB06P791","PBW","Streetscape / Urban Design","Colorado Blvd - Beckley Area Sidewalk Enhancement","Under Award - Design","Lap Trinh","214-948-4258","lap.trinh@dallascityhall.com","$0.00","true","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 10 11:58:21 AM","06/12/2013","02/01/2016","01/11/2017","02/20/2017","12/31/2017","1,3","Public Works - Street"
"456","784","PB95L205","PBW","Intergovernmental Partnership Projects","Northwest Highway - IH35E To Skillman","Under Award - Construction","Chiamin Korngiebel","214-670-1228","chiamin.korngiebel@dallascityhall.com","$250,000.00","false","true","false","false","false","true","false","false","false","false","false","false","true","true","false","2016 Sep 06 06:35:24 PM","04/01/1904","08/01/2009","08/29/1914","02/01/2015","01/31/2017","2,6,13,14","Public Works - Other"
"457","802","PB95L701","PBW","Trinity River Corridor","Trinity Corridor Land Acquisition","Construction","Rebecca Dugger","(214) 671-9501",,,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2013 Aug 28 08:42:47 AM",,,"12/13/2000","12/13/2000","12/30/2008","Citywide","Public Works - Other"
"458","971","PB98N962","PBW","Trinity River Corridor","Dallas Floodway Extension","Construction","Greg Ajemian, PE, CFM","(214) 671-9504",,"$24,700,000.00","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2016 Apr 15 06:53:21 PM","11/18/1998","12/31/2004","12/12/2001","01/14/2002","12/31/2015","Citywide","Public Works - Other"
"459","972","PB98N96202","PBW","Trinity River Corridor","Dallas Floodway Extention -  Right-of-Way","Construction","Greg Ajemian, PE, CFM","(214) 671-9504",,,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2016 Mar 23 04:23:51 PM",,,"12/13/2000","12/13/2000","12/30/2008","Citywide","Public Works - Other"
"460","973","PB98N963","PBW","Trinity River Corridor","Trinity River Chain of Lakes","Design","Greg Ajemian, PE, CFM","(214) 671-9504",,"$31,500,000.00","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2016 Apr 15 06:53:21 PM","11/18/1998","12/31/2005","11/08/2006","01/08/2007","12/31/2015","Citywide","Public Works - Other"
"461","974","PB98N964","TWM","Trinity River Corridor","Elm Fork Levee","On Hold","Tawnya Lane","214-948-4685","tawnya.lane@dallascityhall.com","$16,000,000.00","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","2016 Mar 09 11:09:31 AM","06/28/2000","11/30/2009",,,,"6","Trinity Watershed Management"
"462","975","PB98N965","PBW","Trinity River Corridor","Trinity Parkway Corridor Transportation Projects","Under Award - Design","Rebecca Dugger","(214) 671-9501",,"$118,000,000.00","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2016 Sep 06 12:01:50 PM","11/18/1998",,,,,"Citywide","Public Works - Other"
"463","978","PB98N96603","PBW","Trinity River Corridor","Great Trinity Forest Park - Land Acquisition","Construction","Mary Ayala","(214) 671-9507",,"$41,800,000.00","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2016 Feb 25 07:03:31 PM",,,,,,"Citywide","Public Works - Other"
"464","1462","PB03R256","PBW","Public Private Partnership","Infrastructure  Improvements (CD04, CD05,CD07)","Under Award - Construction",,,,"$9,348,189.00","false","false","false","true","true","false","true","false","false","false","false","false","false","false","true","2016 Apr 11 02:23:31 PM",,,,,,"4,5,7,Citywide","Public Works - Other"
"465","1642","PB03R474","PBW","Sidewalk Improvements","Sidewalk Improvements","Remaining to-be-awarded","Jacob McCarroll","(214) 948-4162",,"$430,720.00","false","false","false","false","false","false","false","true","false","false","false","false","false","false","true","2016 Apr 13 01:33:30 PM",,,"06/01/2016","07/01/2016","05/01/2017","8,Citywide","Public Works - Other"
"466","1865","PB98N96504","PBW","Trinity River Corridor","Trinity Parkway","Pre-contract","Rebecca Dugger","(214) 671-9501",,,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2016 Jul 27 09:39:37 AM","03/09/2006",,"03/09/2006","03/31/2006","03/30/2006","Citywide","Public Works - Other"
"467","19603","PB06T808","PBW","Economic Development","Economic Development","Under Award - Construction",,,,"$13,119,237.00","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2015 Oct 07 11:00:00 AM",,,,,,"Citywide","Public Works - Other"
"468","20376","PB06U271","PBW","Sidewalk Improvements","Sidewalk Improvements along Arterial Streets to be determined","Under Award - Construction","Jacob McCarroll","214-948-4001",,"$4,031,560.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Aug 05 12:06:28 PM",,"03/31/2011","05/31/2009",,"08/31/2016","10","Public Works - Other"
"469","20486","PB06U232","PBW","Intergovernmental Partnership Projects","Traffic Accident Reduction Roadway Improvements - On-Demand","Under Award - Construction","Beth Ramirez","214-670-3122",,"$395,653.00","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2016 Mar 28 06:11:33 PM",,,"12/12/2007",,"09/30/2017","Citywide","Public Works - Other"
"470","21739","PBDECRE1","TWM","Flood Management","Pavaho Wetland Supplemental Environmental","Construction","Than Nguyen","214-948-4685",,,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 22 03:51:21 PM","03/28/2007","11/01/2013","01/08/2014","04/21/2014","06/30/2015",,"Trinity Watershed Management"
"471","21809","PBCUR011","PBW","Flood Management","Floodplain Program Management Assitance","In Progress","Than Nguyen","214-948-4685",,"$672,000.00","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2015 Apr 07 11:09:36 AM","06/09/2010","01/31/2014",,,,"Citywide","Public Works - Other"
"472","24487","PBSWM004","PBW","Flood Management","FEMA CTP Program","Study","Tam Vu","214-948-4683",,"$900,000.00","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2013 Dec 30 04:44:19 PM","11/10/2010","09/30/2014",,,,"Citywide","Public Works - Other"
"473","24491","PB06T558","TWM","Flood Management","Peer Review Services - 100 YR Levee Imp","Under Award - Design","Than Nguyen","214-948-4685",,"$0.00","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2015 Apr 07 11:09:36 AM","06/23/2010",,,,,"Citywide","Trinity Watershed Management"
"474","24548","PB06P730","PBW","Intergovernmental Partnership Projects","Traffic Control and Safety Treatments","Under Award - Construction","Mary Zackary","214-671-9507","mary.zackary@dallascityhall.com","$0.00","false","true","false","false","false","false","false","false","true","false","true","true","false","true","false","2016 Aug 15 08:36:05 AM","12/11/2013","04/30/2014","09/10/2014","05/15/2015","09/15/2016","2,9,11,12,14","Public Works - Other"
"475","24557","PBPRP740","PBW","Intergovernmental Partnership Projects","McKinney Avenue Trolley M-Line","Under Award - Construction","Keith Manoy",,,,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","2015 Oct 14 08:16:06 AM",,,,,"12/16/2014",,"Public Works - Other"
"476","24766","PB12S414","PBW","Sidewalk Improvements","Sidewalk Improvements Citywide","Under Award - Construction","Jacob McCarroll","214-948-4162",,"$1,500,000.00","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2016 Aug 29 10:56:15 AM",,,"04/23/2013","07/01/2013","02/01/2017","Citywide","Public Works - Other"
"477","24767","PB12S415","PBW","Sidewalk Improvements","Sidewalk Improvements District 12","Under Award - Construction","Jacob McCarroll","214-948-4162",,"$7,800.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 29 10:56:15 AM",,,"03/11/2015",,"09/30/2016","12","Public Works - Other"
"478","24768","PB12S416","PBW","Sidewalk Improvements","Sidewalk Improvements District 2","Under Award - Design","Jacob McCarroll","214-948-4162",,"$75,000.00","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 29 10:56:15 AM","02/02/2016","08/23/2016","09/01/2016","10/01/2016","02/01/2017","2","Public Works - Other"
